"",name,website_url,original_language,website_text_in_en,Industrie_Label
15,JoS QUANTUM,http://jos-quantum.de/,en,jos quantum technolog driven think tank menu open research model financi downfal open research new perspect energi grid model open research use today quantum comput trust industri leader build dat...,-1_industri_develop_employe_design
16,CUREosity,http://www.cureosity.de,en,home cureos top pagehav stroke parapleg neurolog conditionw help stroke parapleg neurolog conditionw help move neuronson second chang life case accid year old son parapleg sinc car accid earli chi...,0_medic_medicin_health_healthcar
17,UnitedCrowd,http://www.unitedcrowd.com,en,web made easi web made easi innov pioneer solut complet digit without code creat manag analysi membership get web upgrad creat manag analyz benefit digit book readi use applic make web competit ad...,-1_industri_develop_employe_design
18,LuxFlux,http://www.luxflux.de,en,luxflux metrolog meet comput vision search search hyperspectr high perform softwar industri randd metrolog meet comput vision digitaltwin semiconductor solut get free demo softwar current use case...,-1_industri_develop_employe_design
19,Deine-Rückabwicklung.de,https://deine-rueckabwicklung.de/,de,revers life insur get twice much life pension insur fast conveni safesav time money payment day secur datayour data process secur accord data protect regulationsfre supportget expert knowledg free...,-1_industri_develop_employe_design
20,bcrypto,https://www.bcrypto.de,de,expert crypto school train coach cryptocurr menu crypto expert support find success start generat profit constant period time crypto portfolio grow us true motto bank want give knowledg build cryp...,27_crypto_cryptocurr_cryptotec_bitcoin
21,Medi-Match,https://www.medi-match.de/,de,calcul chanc admit medic degre want studi medicin calcul chanc admit medic degre minut get us individu analysi chanc admit medic studi univers germani transpar evalu easi understand comprehens cal...,11_tutor_classroom_learner_student
22,edamama,https://edamama.de/,de,edamama pasta made organ bean edamama shop close menu edamama shop cart translat miss en cart general close pasta made organ bean quick easi prepar free ship site navig search close esc translat m...,15_vegan_supplement_meat_dietari
23,Craftboxx,https://www.craftboxx.de/,de,craftboxx functionsus reportsresourcescontactsimpli betteryour craftsman softwar resourc plan document time recordingsimpli betteryour craftsman softwar resourc plan document time recordingsimpli ...,-1_industri_develop_employe_design
24,Flink,http://goflink.com/,en,groceri deliv minut flink groceri deliv minut stop onlin shop fresh produc household stapl cook essenti servic alway deliv door minut daili essenti essenti daili tap way aisl aisl order need need ...,29_wine_wineri_winemak_grapealli
25,Atalanda,https://atalanda.com/,de,atalanda onlin marketplac region product altm hlfrankenonlin shop attendornonlin shop bochumonlin shop ettlingenonlin shop g nzburgonlin shop heilbronnonlin shop wuppertalabout usshop local shop o...,2_fashion_shop_custom_brand
26,Time To Token IT,https://www.time-to-token.com/de/,de,time token nft collect nft collect straight exhibit decemb van ham auction hous auction hybrid nft creat hanhart watch manufactur nft certifi right digit draft design render entitl hanhart cxd bui...,21_ship_shop_promot_fee
27,rightmart Group,https://rightmart.group/,de,rightmart group help scale legal servic help scale law rightmart platform law firm provid legal advic highest qualiti regardless whether mass loss individu case law firm legal tech part rightmart ...,-1_industri_develop_employe_design
28,planA,https://plana.earth/,en,lead carbon account sustain decarbonis platform track reduc carbon footprint product servicessustain journey stepssustain solutionsindividu offeringscas studiescas studiescompanyaboutaboutresource...,-1_industri_develop_employe_design
29,Alethia Group,http://www.alethia.group,en,home english alethia group unfortun trade fair appear sseldorf c exhibitor product wood craft attent due industri fair hanov fell victim alethia group spray glass organ surfac alethia group alethi...,-1_industri_develop_employe_design
30,nexible,http://nexible.de/,de,insur nexibl insur open dropdown open navig insur servic hi nexibl stand smart digit insur fit perfect life travel insur supplementari dental insur back uncompl individu top rate appli travel canc...,-1_industri_develop_employe_design
31,cflox,https://cflox.com,de,cpay cflox gmbh cflox payth solut extend payment term work capit effect without involv supplier custom intern payment institut combin work capit payment transact financ creat uniqu solut custom cu...,18_loan_lender_financ_creditworthi
32,My BodyPass,https://www.mybodypass.de/,de,home mybodypass gmbh top pagemi health data moreus tab navig menu item mybodypassmi health data mybodypass digit health platform map entir medic treatment process detail interdisciplinari manner s...,0_medic_medicin_health_healthcar
33,yu&i,https://www.yu-and-i.com/,de,organ sunscreen yuandi organ sustain yuandi uniqu europ sunscreen miner non nano reef friend vegan account account yuandi yuandi yuandi deutsch categori inform us social servic newslett interest f...,-1_industri_develop_employe_design
34,Picavi,http://picavi.com/,en,picavi pick vision new perspect intralogist menu search search close search box picavi pick vision logist smart focus picavi pick vision need improv intralogist oper right solut compani success im...,-1_industri_develop_employe_design
35,SenseING,https://senseing.de/,de,sens gmbh iot total solut dynam versatil team work project great enthusiasm open clear communic eye level alway come first vacanc what new sensor data complet iiot solut data base process optim ii...,-1_industri_develop_employe_design
36,LOFINO,http://www.lofino.de,de,expert mobil benefit lofino home home budget option complet budget benefit solut compani modular build block maximum flexibl simpli flexibl compliant mobil benefit singl sourc lofino combin mobil ...,-1_industri_develop_employe_design
37,SoundCloud,https://soundcloud.com/,en,stream listen music onlin free soundcloud,17_music_musicmonst_audio_piano
38,Die Bewerbungsschreiber,https://www.die-bewerbungsschreiber.de/,de,applic written test winner certifi product price applic product career network refer advic coach applic knowledg letter applic curriculum vita letter motiv attach applic document applic tip type a...,1_recruit_hire_employe_career
39,Anton.app,https://anton.app/de/,en,anton free learn app school,11_tutor_classroom_learner_student
40,GetMomo Financial,http://getmomo.de/,de,rental deposit simplifi digit bank guarante getmomo menu menu menu deposit rent simplewith digit bank solut without chang inventori softwar set deposit second creat rental account quick easili sec...,6_hotel_holiday_rental_rent
41,Aimino,https://aimino.de/,de,aimino aimino tech gmbh increas lead generat ai power person sale autom tool help team optim lead qualif convers rate fulli autom autom person mass communic even sleep reach potenti custom person ...,-1_industri_develop_employe_design
42,Talixo,https://talixo.com/,en,book taxi limousin onlin talixo en talixo corpor choic fortun compani book web mobil obe countri talixo smes take control transfer expens onlin payment invoic worldwid travel agenc book manag trip...,20_freight_freightfind_transport_cargo
43,adnymics,http://www.adnymics.com,de,adnym home menu power person experi next level person e commerc reach everi custom automat individu exact right time along custom journey person packag insert direct mail e commerc booster higher ...,5_marketplac_retail_salesforc_market
44,Kastingers,https://kastingers.com/,de,dietari supplement vegan superfood shop yesvegan free ship germani austria free ship germani austria search plant base sustain soooo easi use new review sale review sale new review sale new review...,15_vegan_supplement_meat_dietari
45,helden.de,https://helden.de/,de,strong insur lifestyl helden de premium protect lifestyl free exchang servic get comprehens protect love one busi minut complet digit first flat rate insur compani alreadi know flat rate music fil...,-1_industri_develop_employe_design
46,ELLY,https://ellyserver.de/,de,uniki uniki elli revolution collabor larg file remot offic custom without vpn brake replac server nas devic cloud servic uniki hybrid cloud system benefit uniqu combin fastest data transfer unriv ...,10_cloudplan_cloud_kubernet_servic
47,Eberspächer digital solutions,https://www.eberspaecher.com,de,ebersp cher group shape mobil futureebersp cher shape modern mobil smart solut today futur compon solut make signific contribut clean mobil low emiss environment friend reliabl top newscurr topic ...,-1_industri_develop_employe_design
48,Kubermatic,https://www.kubermatic.com/,en,multi cloud kubernet manag platform kubermat product servic manag kubermat kubernet platform kubermat kubeon kubermat kubecarri kubecarri enterpris cloud nativ app store deliv automat oper applic ...,10_cloudplan_cloud_kubernet_servic
49,Fastdocs,https://fastdocs.de/,de,collect master data digit import datevfor tax consult firmsimport master data datev error free fastdocswith intellig form fastdoc master data record complet error free client employe import datev ...,1_recruit_hire_employe_career
50,Microganic,http://www.microganic.de/,en,microgan gmbh mehrwert aus mikroalgen welcom microgan microalga specialist supplier,-1_industri_develop_employe_design
51,Krafttec,http://www.krafttec-uvc.com,de,krafttec specialist disinfect air surfac top pagemoreus tab navig menu item long term disinfect surfac protect peopl equip protect invest resourc long term disinfect protect without activ special ...,-1_industri_develop_employe_design
52,Operations1,http://www.operations1.com,en,oper softwar oper softwar adapt process execut,-1_industri_develop_employe_design
53,Beenario,http://bugfender.com/,en,bugfend cloud remot logger crash report app feedback trust adt logo rakuten schneider electr intel tesco menshealth bugfend help featur graphic track destroy bug user even notic bugfend log bug de...,-1_industri_develop_employe_design
54,InSCREENeX,https://www.inscreenex.de/,en,home inscreenex gmbh engin cellsfor scienc pharma slot qualiti control cell cultur constructsdies projekt wird mit mitteln des europ ischen fond f r regional entwicklung gef rdert horizon sme inst...,0_medic_medicin_health_healthcar
55,plentyLeads,https://plentyleads.de/,de,digit market small medium busi search search market servic market servic social media onlin advertis web develop solut offer full servic market singl sourc import onlin market busi steadili increa...,-1_industri_develop_employe_design
56,Clue,https://helloclue.com/,en,clue period ovul tracker ovul calendar io android watchost open main menu close main menu clue mission help understand bodi period ovul much start track today invest cluebecom co owner shape futur...,-1_industri_develop_employe_design
57,Föll Technology&Innovation ReProWa,http://www.reprowa-gmbh.de,de,reprowa gmbh de f intern f intern trade cooperationservic f technolog innov reprowa gmbh form interfac manufactur project compani export extern market work partnership work custom partner network ...,-1_industri_develop_employe_design
58,InstaLOD,https://instalod.com/,en,instalod everyth need product automat optim content everyth need product automat optim content unleash product easili achiev x cost save creat new asset get data readi busi case whether take massi...,-1_industri_develop_employe_design
59,"TTI GmbH, TGU EMECTRIC",https://emectric.com/massgeschneiderte-batteriesysteme/,de,emectr batteri manufactur batteri system press enter begin search safe flexibl econom custom batteri system support custom initi concept rapid prototyp qualif small seri product batteri system ext...,-1_industri_develop_employe_design
60,GreenBill,https://www.greenbill.de/,de,start greenbil paperless receipt printer futur greenbil digit receipt enabl paperless receipt lightn fast sustain contactless greenbil digit receipt enabl paperless acknowledg lightn fast sustain ...,-1_industri_develop_employe_design
61,VAT4U,http://www.vat4u.com/en,en,vat u onlin tax technolog onlin tax technolog tax expert corpor tax manag vat expert vat u deliv advanc autom manag domest foreign vat process compani trust us technolog meet vat expertis vat u eu...,-1_industri_develop_employe_design
62,MoovyMed,https://moovymed.de/,de,moovym keep move simpli solut want manag import data health sort easili find quick alway solut moovym person digit health folder moovym base year experi medic work clinic practic know import every...,0_medic_medicin_health_healthcar
63,HotelFriend Service,http://hotelfriend.com/,en,hotelfriend properti manag system hotel softwar solut manag hotel operationswheth small famili hotel world lead hospit group multipl locat hotelfriend deliv top notch profit solut provid massiv op...,6_hotel_holiday_rental_rent
64,RealRate,http://www.realrate.de,en,start realrat first ai rate agenc realrat fair independ rate analyz compani inform client broker financi strength determin futur return servic level provid explain result base artifici intellig re...,-1_industri_develop_employe_design
65,Fairnatural,http://www.Fairnatural.de,de,region organ dietari supplement without addit fairnatur free ship day money back guarante kreatin week discount creatin powder close cart close cart close cart close cart close cart account menu v...,15_vegan_supplement_meat_dietari
66,Deposit Solutions,http://www.deposit-solutions.com,nl,highest save rate european union raisin visit websit netherland pleas select anoth option live anoth countri netherland confirm logout logout europ largest save intermediari save raisin via accoun...,8_invest_etf_portfolio_investor
67,F10 FemaleOneZero,https://femaleonezero.com/,en,relev innov insight tailor need femaleonezero join curaz search search busi meet innov f newslett keep updat email email confirm use data accord get newslett latest job founder zone read stay tune...,4_train_perform_platz_play
68,momentum,https://www.momentum.investments/,de,invest classic limit edit automobil bg capit gmbh fassbinderweg hamburg momentum financi invest broker oper internet servic platform momentum invest accord section vermanlg invest classic limit ed...,24_vehicl_car_vehiculum_dealership
69,Getsafe,https://www.hellogetsafe.com,en,getsaf insur made easi download appliabl legallivinghealthpetfinanceinsur made easyeveryth appalway youeveryth englishperson liabil insur privat haftpflichtversicherung per monthcont insur hausrat...,-1_industri_develop_employe_design
70,sento.io,http://sento.io/,de,sento io cloud base edi platform demenuw build futur b b autom trade partner process dont slow complic help autom cumbersom aspect focus import thing stay inform connect trade partner send receiv ...,-1_industri_develop_employe_design
71,PACE Telematics,https://www.pace.car,de,pace expert mobil payment via app refuel free pace drive app pay direct pump fill receiv digit receipt cell phone save queue checkout experi refuel futur today connect open connect fuel platform p...,26_mobil_sms_data_lp
72,Unfallpaten,https://unfallpaten.de/,de,claim process accid report free number motor vehicl apprais car accid step accid process simpli report vehicl damag digit use contact form get touch immedi call hotlin direct injur parti liabil in...,-1_industri_develop_employe_design
73,e.pilot,https://epilot.cloud/,de,cloud softwar implement energi transit epilot tailor busi solut provid energi servic provid distributor manufactur project planner infrastructur provid tradespeopl energi supplier municip util dis...,10_cloudplan_cloud_kubernet_servic
74,OfficeBots,https://OfficeBots.io,en,autom back offic task officebot io,-1_industri_develop_employe_design
75,circuly,https://www.circuly.io/,en,launch scale subscript busi circuli solutionstypeindustriesproductoverviewfeaturesresourcesabout uslaunch manag scale subscript product servic busi leverag know launch subscript base busi model pr...,3_manufactur_industri_design_custom
76,DOOZER Real Estate Systems,https://www.doozer.de/,de,doozer real estat system greifswald stra e berlin renov expertis fast cost calculationprofession adviceeasi order creation renov expertis fast cost calculationprofession adviceeasi order creation ...,-1_industri_develop_employe_design
77,comcrypto,http://www.comcrypto.de,de,comcrypto mxg secur gdpr compliant email deliveri next generat secur email deliveri stress free data protect compliant tailor secur e mail transmiss extern recipi import requir law far far complic...,9_data_gdpr_industri_research
78,Information Builders (Deutschland),https://www.informationbuilders.de,de,informationbuild info soft hardwar info soft hardwar mar refurbish iphon interest altern buy new devic refurbish iphon use devic process profession remanufactur ensur high qualiti perform comparis...,3_manufactur_industri_design_custom
79,BUDDY Activities,https://www.buddy-app.de/,de,buddi app adventur time app adventur time actual make happysom say littl thing say experi time mean free time work beer mini golf famili video stream couch experi time lifestyl time experi ade bor...,-1_industri_develop_employe_design
80,CoachNow,http://www.coach-now.de,de,quick avail onlin coach coach next generat coach offer coachnow much introduc tool custom shape futur work coachnow flexibl solut coach packag receiv hour quota use employe coach without time pres...,4_train_perform_platz_play
81,Crowdfox,https://www.crowdfox.biz/,de,crowdfox biz shutdown open busi platform dear custom would like thank loyalti past year oper open busi platform www crowdfox biz discontinu order place februari th cours process execut cours avail...,7_advertis_gmbh_brand_openem
82,Articly,http://articly.de/,de,artic newspap app listen top pagemoreus tab navig menu item time read easili listen articl lead newspap magazin artic known tv show lion den experi qualiti journal form audio articl read aloud sel...,17_music_musicmonst_audio_piano
83,TalentsConnect,http://www.talentsconnect.com,de,intellig career page product talentsconnect jobshophr knowledgedo questionswer happi helpar alreadi customercontact salesdo questionswer happi helpar alreadi custom alway want stay date talentscon...,1_recruit_hire_employe_career
84,clesgo,http://www.clesgo.com/,en,clesgo engin app servic boost manufactur competit,-1_industri_develop_employe_design
85,MR. CARDBOARD,https://mrcardboard.eu/,en,buy googl cardboard best vr headset made cardboard,-1_industri_develop_employe_design
86,Spherity,https://spherity.com/,en,home spherityopen menuproductsus casescredenti world new internet age digit trusten digit trust ecosystem implement decentr ident verifi credenti leverag trust streamlin busi process start use sol...,-1_industri_develop_employe_design
87,innoVitro,http://innovitro.de/,en,innov vitro technolog innovitro innovitro menu innov vitro technolog flexcyt bring anoth dimens ip deriv cardiomyocyt base assay measur contractil direct easi way allow us understand cell function...,0_medic_medicin_health_healthcar
88,finne brauerei,http://www.finne-brauerei.de,de,finn breweri finn organ craft beer breweri nster shop beer event beer tast special beer tast finn basket sustain beer use raw materi control organ cultiv ensur beer onlin shop ship climat friend m...,29_wine_wineri_winemak_grapealli
89,Midaia,https://midaia.com/,en,home midaia menu menu digit therapi support optim medic diet exercis routin mental health patient rheumat diseas midaia person recommend improv diseas activ optim doctor appoint inflammatori rheum...,0_medic_medicin_health_healthcar
90,up.lftd,http://uplftd.com/,en,lftd great excel togeth uplftd com new era feedback motiv object develop convers time prepar second lftd new tool feedback review lftd everyon win employe final fair development center assess with...,1_recruit_hire_employe_career
91,Hamwa,https://business.hamwa.app/,de,simpli order pick hamwa choos page click collect next generat claim seamless shop experi order anywher pay smartphon pick without wait branch hamwa omnichannel solut branch click collect popular o...,18_loan_lender_financ_creditworthi
92,mymoria,https://www.mymoria.de/de,de,mymoria plan burial prevent throughout germani hour youplan burialdeathprevent portalinformationproductsurnsurn generalurn burial seaurn tree burialscoffinsflor decorationsflor decor urnsflor deco...,-1_industri_develop_employe_design
93,Omni IT,https://www.omniit.de,de,devop servic munich omniit innov technolog generic selector exact match exact match search titl search titl search content search content search excerpt search post search post search page search ...,-1_industri_develop_employe_design
94,RISE OF AI,https://riseof.ai/,en,rise ai connect lead mind ai understand control appli artifici intellig menu rise ai berlin virtual communiti event ai compani ai societi network support fast grow ai economi knowledg help make be...,-1_industri_develop_employe_design
95,LS-S Leadership Support,http://www.ls-s.com,en,effect train develop process ls leadership support languag effect train develop process improv workflow intellig digit solut digit instrument everi train hr develop process research consult design...,1_recruit_hire_employe_career
96,IMPARGO,https://impargo.de/,en,easiest use softwar road freight dispatch impargo cargoappsensolutionsimpargohelplegaldigit transport busi overnight impargo right reserv easiest use softwar road freight dispatcherstop tier trans...,20_freight_freightfind_transport_cargo
97,HeyJobs,https://hire.heyjobs.co/en-us/,en,place job ad find employe heyjob ihr heyjob gesch ftskunden team big small compani use heyjob advantag use heyjob suitabl applic heyjob reach activ passiv candid channel page qualifi candid filter...,1_recruit_hire_employe_career
98,Meet5,http://www.meet5.de,de,meet new peopl meet app top pagemoreus tab navig menu item meet new peopl areawith meet safe easili join meet creat meet app aim middl age peopl feet ground meet worksfil profilechoos pictur enter...,-1_industri_develop_employe_design
99,Earnest,http://meetearnest.de/,de,earn busi combin sustain profit top pagesolutionsearnest appknowledg combin profit sustain companyintroduc employe topic sustain inspir applic commit realiz measur save easi quick implement e mail...,-1_industri_develop_employe_design
100,WEROCK,https://www.werocktools.com/,en,werock industri pc rug tablet notebook handheld menu toggl menu toggl menu toggl menu toggl menu toggl search main menu menu toggl menu toggl menu toggl menu toggl menu toggl menu toggl menu toggl...,3_manufactur_industri_design_custom
101,mechatronaix,https://www.mechatronaix.de,de,mechatronaix start mechatronaix driven custom satisfact organizationw experi pragmat introduct agil method scrum kanban design think develop new product would happi work forward look approach toge...,-1_industri_develop_employe_design
102,Wine in Black,https://www.wine-in-black.de/,de,wine black buy wine champagn onlin close close shop cart empti still order free ship cost item ad shop cart trend color ros drink pink motto trend color ros drink pink motto falstaff promot gigond...,29_wine_wineri_winemak_grapealli
103,Clypp,https://getclypp.com,en,home clypp menu justclypp clypp creat engag video tutori time without prior knowledg instal record edit share direct cowork client companiesshar knowledg clypp record edit share repeat creat high ...,14_vr_virtual_design_ai
104,BigRep,https://bigrep.com/,en,larg format printer industri profession bigrep us bigrep develop world largest serial product printer creat industri benchmark larg format addit manufactur award win german engin machin establish ...,3_manufactur_industri_design_custom
105,Campai,https://campai.com/,de,perfect club softwar club manag softwareabout campaifunctionsperfect club associ ngos germani austria club softwar final easi club manag club softwar spreadsheet find mani use function great inter...,4_train_perform_platz_play
106,Home HT,https://www.home.ht,de,home round carefre rentalrent complet care free dont lift hand alway get rent home new rental fee loss rent protect legal servic repair manag flat rate tenant support flat rate profit share per mo...,6_hotel_holiday_rental_rent
107,Lillydoo,https://www.lillydoo.com/de/,de,lillydoo nappi everi adventur product menu nappi product wet wipe product skin care product chang pad product lillydoo menu select countri menu nappi wet wipe skin care chang pad nappi everi adven...,22_skincar_retail_shop_soap
108,loopline systems,http://www.loopline-systems.com/,de,success perform manag looplin system local product solut academi refer us social media browser support video tag looplin systemsyour softwar employe feedback okr unleash full potenti employe feedb...,1_recruit_hire_employe_career
109,Homento Technologies,https://homento.com/,de,home homento product shop cart privaci home data homento built ground keep data truli privat homento cloudon local data storag devic best precaut data leakag without cloud data cannot lost made ac...,-1_industri_develop_employe_design
110,Pionierkraft,http://pionierkraft.de/,de,tenant electr altern solar small multi famili hous menu tenant power away peopl financi bureaucrat barrier ensur tenant power project implement germani pionierkraft sell plan implement photovolta ...,12_photovolta_solar_pv_industri
111,Peregrine Technologies,http://www.peregrine.ai,en,next generat video telemat peregrin technolog menu peregrin enabl industri leader creat valu million visual sensor visual intellig edg cloud end end approach vision sdk ml base percept stack embed...,14_vr_virtual_design_ai
112,BikeTree,https://www.biketree.de/,de,biketre safe bicycl rack inspir natur biketre safe bicycl rack inspir natur safe bike store height meter therefor theft proof lightweight sedum roof protect effect rain biketre work without bike l...,19_bicycl_bike_biketre_buycycl
113,Convercus,http://convercus.com/,en,custom loyalti convercus superior custom loyalti convercus enterpris platform superior custom loyalti coupon und promot saa custom loyalti promot platform market lead platform custom success rewar...,-1_industri_develop_employe_design
114,Preventio,http://www.preventio.de,en,preventio predict world togeth award start year deutsch sporthilf wert stiftung player market offer pure data driven solut focus initi tap water damag creat opportun forecast potenti pipe failur p...,-1_industri_develop_employe_design
115,Raus,http://raus.life/,en,raus smart sustain cabin close homebook night code stayrauslong get night freeendeendebook rest space outsid daili routin take break big citi life smart sustain cabin close home journalregional re...,-1_industri_develop_employe_design
116,Clinomic,https://www.clinomic.ai/,en,clinom group rethink critic care main navig browser support html video clinom groupw reinventingth hospit activ shape movement healthcar toward intellig effici resourc driven digit transform creat...,0_medic_medicin_health_healthcar
117,Gemedico,https://gemedico.com/,en,softwar solut teleradiolog hospit gemedico gmbhthe smartest workflow solutionfor teleradiologya new era teleradiolog begin start toursupport bysmart manag justifi indicationsth intuit design devel...,3_manufactur_industri_design_custom
118,RetroBrain R&D,https://www.retrobrain.de,de,retrobrain randd physic mental activ play physic mental activ play retrobrain randd young compani heart hamburg sinc develop prevent therapeut effect video game senior citizen right start ask ques...,0_medic_medicin_health_healthcar
119,Ninetailed,http://ninetailed.io/,en,compos person experiment dynam websit headless cmss mach ninetailedwer excit announc brand new integr contentstack productwhi ninetailedconnectionsresourcesopen menug custom experi deservew turn c...,-1_industri_develop_employe_design
120,WaschMal,https://waschmal.de/,de,washmal germani wide mobil laundri servic menu menu work cloth accommod worth know menu mobil laundri servic pick wash deliv search region partner cleaner throughout germani waschmal contact every...,30_tabl_servic_staff_bookingtim
121,Mediteo,https://www.mediteo.com/,en,free medic pill remind mediteo app handl medic easili mediteo free medic remind app let follow person therapi plan easili anytim anywher stay top health download mediteo today get remind difficult...,0_medic_medicin_health_healthcar
122,Contiamo,http://www.contiamo.com,en,contiamo data machin learn ai consult made berlin servicesempow busi end end data ai solutionscontiamo premier consult base berlin partner lead busi germani europ har power data machin learn ai dr...,9_data_gdpr_industri_research
123,melon,http://meloncommunity.com/,de,melon marketplac homemad vegan foodmor uscontactfollow usleg plant base localhomemad food near yousearch place searchknown fromjoin communiti guest hostsfind vegan food area easi dial offer hostho...,15_vegan_supplement_meat_dietari
124,envoria,https://envoria.com,en,envoria sustain report esg softwar solut solut report resourc compani report solut report resourc compani resourc solut report resourc compani compani solut report resourc compani softwar flexibl ...,-1_industri_develop_employe_design
125,carwow,http://www.carwow.de,de,car wow new car comparison portal new car comparison portal choos car choos car choos car carwow find right car simpli configur new car want let inspir car test stress free without negoti see best...,24_vehicl_car_vehiculum_dealership
126,StreamParty,https://streamparty.tv/,en,streamparti streampartyload watch video togeth peopl care aboutstreamparti communiti allow watch video stream sync friend futur friend world multipl servic right websit streampartykeep video synch...,14_vr_virtual_design_ai
127,Text Cortex AI,https://textcortex.com/,en,textcortex ai ai copywrit tool content featuresproductsfeatureschrom extensionadd chrome freecas studiescustom storiesindustrychrom extensionadd chrome freeeducationinteractivereadchrom extensiona...,-1_industri_develop_employe_design
128,sayang,https://sayang.gmbh/,en,darl content market agenc sayang gmbh menumenu darl content market agenc sayang indonesian word darl perfect name content market agenc sayang gmbh love digit content market digit communic promis h...,-1_industri_develop_employe_design
129,Motivaktiv,https://www.motivaktiv.de/,de,bike fitter health coach motivaktiv choos page find optim seat posit road bike gravel bike bike fit chic cap sseldorf train anytim anywher smartphon tablet pc statutori health insur cover cours co...,0_medic_medicin_health_healthcar
130,Agrivero,https://agrivero.ai/,en,ai enabl solut qualiti control traceabl green coffe agrivero ai test agrivero ai product world coffe athen booth c closemak data driven decis assur qualiti streamlin traceabl along entir suppli ch...,-1_industri_develop_employe_design
131,Paedi Protect,https://paediprotect.de/,de,paediprotect onlin shop vegan skin care without microplast vegan without perfum microplast develop sensit skin skin friend sun protect whole famili free ship eur de gift choic everi order save dis...,22_skincar_retail_shop_soap
132,Momunity,https://www.momunity.com/,de,momun mom communiti app share meet main menu mamasoci app find mom near connect like mind peopl share playdat ask mom advic share experi recommend let make mom beauti togeth download free connect ...,-1_industri_develop_employe_design
133,MIA map intelligence agency,https://mapintelligence.agency/,de,mia map intellig agenc analysi mobil data mia mobil engin help citi compani make data support decis mobil infrastructur offer order creat success mobil infrastructur offer quantifi mobil without r...,9_data_gdpr_industri_research
134,APPsolute Mobility,http://www.appsolute-mobility.com/,de,creat innov busi app appsolut mobil e simpli creat app yourselfwith click app softwar app develop cockpit desktopin cockpit editori system control entir platform creat app project modular system d...,-1_industri_develop_employe_design
135,Cyberian Mine,https://cyberianmine.de,en,last mine stand btc insur hash rate mine bitcoin cyberian minelet diversifi invest sustain reliabl bitcoin mine insur hash ratevia lifetim warranti german transparencyand reliabl low entri easi ex...,-1_industri_develop_employe_design
